altitude,site,plot,mountain,label,species,individual,eye,head,leg,scape
680,PE1,B,east,PE1BCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.177,0.876,0.648,0.722
680,PE1,B,east,PE1BMessor_barbarus1Eye,Messor_barbarus,1,0.199,1.217,1.17,1.091
680,PE1,B,east,PE1BMessor_barbarus2Eye,Messor_barbarus,2,0.186,1.032,0.999,0.954
680,PE1,B,east,PE1BMessor_barbarus3Eye,Messor_barbarus,3,0.445,2.914,1.852,2.085
680,PE1,B,east,PE1BMessor_bouvieri1Eye,Messor_bouvieri,1,0.214,1.179,1.133,0.905
680,PE1,B,east,PE1BMessor_bouvieri2Eye,Messor_bouvieri,2,0.24,1.207,1.336,1.123
680,PE1,B,east,PE1BMessor_bouvieri3Eye,Messor_bouvieri,3,0.213,1.138,1.242,1.051
680,PE1,B,east,PE1BMessor_hispanicus1Eye,Messor_hispanicus,1,0.184,1.455,1.261,1.147
680,PE1,B,east,PE1BMessor_hispanicus2Eye,Messor_hispanicus,2,0.232,1.313,1.188,0.980
680,PE1,B,east,PE1BMessor_hispanicus3Eye,Messor_hispanicus,3,0.211,1.141,1.27,1.147
680,PE1,B,east,PE1BProformica_nasuta1Eye,Proformica_nasuta,1,0.202,0.631,0.869,0.609
680,PE1,B,east,PE1BProformica_nasuta2Eye,Proformica_nasuta,2,0.202,0.568,0.898,0.757
680,PE1,B,east,PE1BProformica_nasuta3Eye,Proformica_nasuta,3,0.216,0.669,0.938,0.810
680,PE1,B,east,PE1BSolenopsis_sp1Eye,Solenopsis_sp,1,0.056,0.509,0.34,0.378
680,PE1,B,east,PE1BSolenopsis_sp2Eye,Solenopsis_sp,2,0.037,0.406,0.276,0.340
680,PE1,B,east,PE1BSolenopsis_sp3Eye,Solenopsis_sp,3,0.041,0.41,0.243,0.331
680,PE1,B,east,PE1BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.11,0.615,0.417,0.381
680,PE1,B,east,PE1BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.11,0.566,0.387,0.442
680,PE1,B,east,PE1BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.073,0.606,0.35,0.359
680,PE1,C,east,PE1CAphaenogaster_senilis1Eye,Aphaenogaster_senilis,1,0.19,1.169,1.848,1.784
680,PE1,C,east,PE1CAphaenogaster_senilis2Eye,Aphaenogaster_senilis,2,0.217,1.201,1.913,1.940
680,PE1,C,east,PE1CAphaenogaster_senilis3Eye,Aphaenogaster_senilis,3,0.197,1.179,1.859,1.730
680,PE1,C,east,PE1CCamponotus_cruentatus1Eye,Camponotus_cruentatus,1,0.484,2.727,3.472,3.048
680,PE1,C,east,PE1CCamponotus_cruentatus2Eye,Camponotus_cruentatus,2,0.486,2.377,3.423,2.829
680,PE1,C,east,PE1CCamponotus_cruentatus3Eye,Camponotus_cruentatus,3,0.451,2.455,3.664,3.491
680,PE1,C,east,PE1CCamponotus_foreli1Eye,Camponotus_foreli,1,0.246,1.011,1.605,1.605
680,PE1,C,east,PE1CCamponotus_foreli2Eye,Camponotus_foreli,2,0.297,1.083,1.671,1.591
680,PE1,C,east,PE1CCamponotus_foreli3Eye,Camponotus_foreli,3,0.312,1.158,1.874,1.200
680,PE1,C,east,PE1CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.3,1.469,2.437,1.749
680,PE1,C,east,PE1CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.343,1.394,2.029,1.519
680,PE1,C,east,PE1CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.328,1.5,2.257,1.748
680,PE1,C,east,PE1CCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.176,1.119,0.76,0.854
680,PE1,C,east,PE1CCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.186,1.068,0.766,0.781
680,PE1,C,east,PE1CCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.187,0.921,0.708,0.637
680,PE1,C,east,PE1CMessor_barbarus1Eye,Messor_barbarus,1,0.159,0.914,1.094,0.896
680,PE1,C,east,PE1CMessor_barbarus2Eye,Messor_barbarus,2,0.242,1.543,1.311,1.119
680,PE1,C,east,PE1CMessor_barbarus3Eye,Messor_barbarus,3,0.267,1.375,1.327,1.189
680,PE1,C,east,PE1CMessor_hispanicus1Eye,Messor_hispanicus,1,0.281,1.529,1.486,1.213
680,PE1,C,east,PE1CMessor_hispanicus2Eye,Messor_hispanicus,2,0.199,1.113,1.227,0.865
680,PE1,C,east,PE1CMessor_hispanicus3Eye,Messor_hispanicus,3,0.155,1,1.028,0.783
680,PE1,C,east,PE1CProformica_nasuta1Eye,Proformica_nasuta,1,0.167,0.706,1.044,0.776
680,PE1,C,east,PE1CProformica_nasuta2Eye,Proformica_nasuta,2,0.178,0.645,1.017,0.789
680,PE1,C,east,PE1CProformica_nasuta3Eye,Proformica_nasuta,3,0.183,0.636,1.011,0.838
680,PE1,C,east,PE1CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.114,0.638,0.384,0.459
680,PE1,C,east,PE1CTetramorium_forte1Eye,Tetramorium_forte,1,0.121,0.84,0.569,0.612
680,PE1,C,east,PE1CTetramorium_forte2Eye,Tetramorium_forte,2,0.1,0.811,0.561,0.585
680,PE1,C,east,PE1CTetramorium_forte3Eye,Tetramorium_forte,3,0.129,0.743,0.535,0.561
1070,PE2,A,east,PE2AAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.152,0.884,1.003,1.142
1070,PE2,A,east,PE2AAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.169,0.898,1.049,1.075
1070,PE2,A,east,PE2AAphaenogaster_gibbosa3Eye,Aphaenogaster_gibbosa,3,0.186,0.9,1.016,1.144
1070,PE2,A,east,PE2AAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.209,1.086,2.195,1.700
1070,PE2,A,east,PE2AAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.183,1.048,1.79,1.680
1070,PE2,A,east,PE2AAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.147,1.102,1.956,1.703
1070,PE2,A,east,PE2ACamponotus_cruentatus1Eye,Camponotus_cruentatus,1,0.485,2.919,3.769,2.793
1070,PE2,A,east,PE2ACamponotus_pilicornis1Eye,Camponotus_pilicornis,1,0.379,1.549,3.14,1.916
1070,PE2,A,east,PE2ACamponotus_pilicornis2Eye,Camponotus_pilicornis,2,0.616,3.214,3.559,3.384
1070,PE2,A,east,PE2ACamponotus_pilicornis3Eye,Camponotus_pilicornis,3,0.294,1.836,3.328,2.819
1070,PE2,A,east,PE2ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.292,1.307,2.04,1.611
1070,PE2,A,east,PE2ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.303,1.174,1.86,1.476
1070,PE2,A,east,PE2ACataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.357,1.446,2.226,1.702
1070,PE2,A,east,PE2ACrematogaster_auberti1Eye,Crematogaster_auberti,1,0.212,0.972,0.697,0.750
1070,PE2,A,east,PE2ACrematogaster_auberti2Eye,Crematogaster_auberti,2,0.16,0.904,0.688,0.641
1070,PE2,A,east,PE2AFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.299,0.928,1.357,1.128
1070,PE2,A,east,PE2AFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.316,1.052,1.414,1.431
1070,PE2,A,east,PE2AFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.279,0.982,1.303,1.305
1070,PE2,A,east,PE2ALasius_grandis1Eye,Lasius_grandis,1,0.184,1.129,1.238,1.166
1070,PE2,A,east,PE2AMessor_barbarus1Eye,Messor_barbarus,1,0.191,1.028,0.968,1.050
1070,PE2,A,east,PE2AMessor_barbarus2Eye,Messor_barbarus,2,0.172,1.219,1.224,1.163
1070,PE2,A,east,PE2AMessor_barbarus3Eye,Messor_barbarus,3,0.204,1.247,1.372,1.280
1070,PE2,A,east,PE2AMessor_hispanicus1Eye,Messor_hispanicus,1,0.276,1.444,1.396,1.357
1070,PE2,A,east,PE2AMessor_hispanicus2Eye,Messor_hispanicus,2,0.224,1.457,1.38,1.260
1070,PE2,A,east,PE2AMessor_hispanicus3Eye,Messor_hispanicus,3,0.229,1.335,1.308,1.289
1070,PE2,A,east,PE2AOxyopomyrmex_saulcyi1Eye,Oxyopomyrmex_saulcyi,1,0.137,0.681,0.498,0.437
1070,PE2,A,east,PE2AOxyopomyrmex_saulcyi2Eye,Oxyopomyrmex_saulcyi,2,0.147,0.629,0.491,0.458
1070,PE2,A,east,PE2AOxyopomyrmex_saulcyi3Eye,Oxyopomyrmex_saulcyi,3,0.155,0.611,0.444,0.400
1070,PE2,A,east,PE2ATapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.126,0.627,0.643,0.669
1070,PE2,A,east,PE2ATapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.15,0.634,0.608,0.562
1070,PE2,A,east,PE2ATapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.143,0.62,0.573,0.633
1070,PE2,A,east,PE2ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.129,0.562,0.541,0.598
1070,PE2,A,east,PE2ATapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.148,0.594,0.611,0.731
1070,PE2,A,east,PE2ATapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.135,0.646,0.61,0.642
1070,PE2,A,east,PE2ATapinoma_nigerrimum1Eye,Tapinoma_nigerrimum,1,0.195,1.223,1.069,1.100
1070,PE2,A,east,PE2ATapinoma_nigerrimum2Eye,Tapinoma_nigerrimum,2,0.171,0.665,0.632,0.761
1070,PE2,A,east,PE2ATapinoma_nigerrimum3Eye,Tapinoma_nigerrimum,3,0.149,0.63,0.613,0.708
1070,PE2,A,east,PE2ATetramorium_forte1Eye,Tetramorium_forte,1,0.115,0.779,0.551,0.556
1070,PE2,A,east,PE2ATetramorium_forte2Eye,Tetramorium_forte,2,0.093,0.781,0.534,0.572
1070,PE2,A,east,PE2ATetramorium_forte3Eye,Tetramorium_forte,3,0.094,0.763,0.509,0.591
1070,PE2,B,east,PE2BAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.21,1.099,1.094,1.307
1070,PE2,B,east,PE2BAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.223,1.145,1.272,1.167
1070,PE2,B,east,PE2BAphaenogaster_gibbosa3Eye,Aphaenogaster_gibbosa,3,0.151,0.81,0.925,1.015
1070,PE2,B,east,PE2BAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.206,1.013,1.971,1.797
1070,PE2,B,east,PE2BAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.171,1.07,2.006,1.783
1070,PE2,B,east,PE2BAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.19,0.949,1.918,1.359
1070,PE2,B,east,PE2BCamponotus_cruentatus1Eye,Camponotus_cruentatus,1,0.413,1.672,2.971,1.868
1070,PE2,B,east,PE2BCamponotus_cruentatus2Eye,Camponotus_cruentatus,2,0.55,2.978,3.494,2.850
1070,PE2,B,east,PE2BCamponotus_cruentatus3Eye,Camponotus_cruentatus,3,0.391,1.619,2.982,2.612
1070,PE2,B,east,PE2BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.393,1.398,2,1.647
1070,PE2,B,east,PE2BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.361,1.622,2.208,1.973
1070,PE2,B,east,PE2BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.343,1.318,2.185,1.572
1070,PE2,B,east,PE2BCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.125,0.656,0.512,0.595
1070,PE2,B,east,PE2BCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.187,1.02,0.781,0.765
1070,PE2,B,east,PE2BCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.161,0.969,0.75,0.789
1070,PE2,B,east,PE2BFormica_cunicularia1Eye,Formica_cunicularia,1,0.327,1.067,1.587,1.311
1070,PE2,B,east,PE2BFormica_cunicularia2Eye,Formica_cunicularia,2,0.338,1.083,1.528,1.158
1070,PE2,B,east,PE2BFormica_cunicularia3Eye,Formica_cunicularia,3,0.313,1.138,1.582,1.389
1070,PE2,B,east,PE2BFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.336,1.095,1.452,1.322
1070,PE2,B,east,PE2BFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.335,1.083,1.414,1.185
1070,PE2,B,east,PE2BFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.265,1.133,1.502,1.254
1070,PE2,B,east,PE2BLasius_grandis1Eye,Lasius_grandis,1,0.171,1.028,0.825,0.950
1070,PE2,B,east,PE2BMessor_capitatus1Eye,Messor_capitatus,1,0.223,1.068,1.105,1.082
1070,PE2,B,east,PE2BMessor_capitatus2Eye,Messor_capitatus,2,0.248,1.521,1.431,1.475
1070,PE2,B,east,PE2BMessor_capitatus3Eye,Messor_capitatus,3,0.237,1.448,1.432,1.390
1070,PE2,B,east,PE2BTapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.139,0.606,0.592,0.585
1070,PE2,B,east,PE2BTapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.165,0.747,0.661,0.759
1070,PE2,B,east,PE2BTapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.141,0.674,0.652,0.730
1070,PE2,B,east,PE2BTetramorium_forte1Eye,Tetramorium_forte,1,0.12,0.732,0.501,0.569
1070,PE2,B,east,PE2BTetramorium_forte2Eye,Tetramorium_forte,2,0.119,0.832,0.561,0.631
1070,PE2,B,east,PE2BTetramorium_forte3Eye,Tetramorium_forte,3,0.119,0.788,0.544,0.611
1070,PE2,C,east,PE2CAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.232,1.151,2.089,1.882
1070,PE2,C,east,PE2CAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.206,1.114,1.884,1.666
1070,PE2,C,east,PE2CAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.232,1.149,2.085,1.900
1070,PE2,C,east,PE2CCamponotus_cruentatus1Eye,Camponotus_cruentatus,1,0.448,1.905,3.118,2.649
1070,PE2,C,east,PE2CCamponotus_cruentatus2Eye,Camponotus_cruentatus,2,0.534,2.741,3.436,3.076
1070,PE2,C,east,PE2CCamponotus_cruentatus3Eye,Camponotus_cruentatus,3,0.608,3.191,3.695,3.428
1070,PE2,C,east,PE2CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.376,1.367,2.267,1.713
1070,PE2,C,east,PE2CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.372,1.558,2.518,1.944
1070,PE2,C,east,PE2CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.332,1.319,2.096,1.646
1070,PE2,C,east,PE2CIberoformica_subrufa1Eye,Iberoformica_subrufa,1,0.333,1.095,1.568,1.107
1070,PE2,C,east,PE2CLasius_grandis1Eye,Lasius_grandis,1,0.205,1.069,1.164,0.813
1070,PE2,C,east,PE2CTetramorium_forte1Eye,Tetramorium_forte,1,0.075,0.746,0.517,0.635
1070,PE2,C,east,PE2CTetramorium_forte2Eye,Tetramorium_forte,2,0.089,0.739,0.517,0.582
1070,PE2,C,east,PE2CTetramorium_forte3Eye,Tetramorium_forte,3,0.109,0.761,0.515,0.543
1380,PE3,A,east,PE3AAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.184,1.04,1.095,1.189
1380,PE3,A,east,PE3AAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.181,0.873,1.021,1.137
1380,PE3,A,east,PE3AAphaenogaster_gibbosa3Eye,Aphaenogaster_gibbosa,3,0.148,0.77,0.933,1.052
1380,PE3,A,east,PE3AAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.205,1.074,1.885,1.748
1380,PE3,A,east,PE3AAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.197,1.092,2.005,1.740
1380,PE3,A,east,PE3AAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.243,1.124,2.037,1.784
1380,PE3,A,east,PE3ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.36,1.627,2.718,1.737
1380,PE3,A,east,PE3ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.303,1.481,2.387,1.698
1380,PE3,A,east,PE3ACataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.338,1.143,1.995,1.408
1380,PE3,A,east,PE3AFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.361,1.613,1.934,1.523
1380,PE3,A,east,PE3AFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.34,1.28,1.772,1.394
1380,PE3,A,east,PE3AFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.364,1.341,1.755,1.450
1380,PE3,A,east,PE3ALasius_grandis1Eye,Lasius_grandis,1,0.206,1.034,1.165,1.085
1380,PE3,A,east,PE3ALasius_grandis2Eye,Lasius_grandis,2,0.2,1.029,1.023,1.082
1380,PE3,A,east,PE3ALasius_grandis3Eye,Lasius_grandis,3,0.202,0.96,1.093,1.080
1380,PE3,A,east,PE3AMessor_barbarus1Eye,Messor_barbarus,1,0.259,2.125,1.674,1.270
1380,PE3,A,east,PE3AMessor_barbarus2Eye,Messor_barbarus,2,0.19,1.201,1.28,1.182
1380,PE3,A,east,PE3AMessor_barbarus3Eye,Messor_barbarus,3,0.205,1.349,1.415,1.264
1380,PE3,A,east,PE3AMessor_capitatus1Eye,Messor_capitatus,1,0.245,1.636,1.559,1.669
1380,PE3,A,east,PE3AMessor_capitatus2Eye,Messor_capitatus,2,0.277,1.778,1.528,1.302
1380,PE3,A,east,PE3AMessor_capitatus3Eye,Messor_capitatus,3,0.231,1.551,1.474,1.483
1380,PE3,A,east,PE3ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.13,0.581,0.618,0.649
1380,PE3,A,east,PE3ATapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.143,0.565,0.636,0.662
1380,PE3,A,east,PE3ATapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.152,0.639,0.679,0.738
1380,PE3,A,east,PE3ATemnothorax_ibericus1Eye,Temnothorax_ibericus,1,0.115,0.511,0.38,0.387
1380,PE3,A,east,PE3ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.088,0.606,0.431,0.422
1380,PE3,A,east,PE3ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.135,0.674,0.477,0.477
1380,PE3,A,east,PE3ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.086,0.581,0.474,0.428
1380,PE3,B,east,PE3BAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.185,0.965,1.746,1.779
1380,PE3,B,east,PE3BAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.184,1.052,1.778,1.737
1380,PE3,B,east,PE3BAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.157,1.11,1.947,1.808
1380,PE3,B,east,PE3BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.307,1.491,2.203,1.579
1380,PE3,B,east,PE3BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.393,1.72,2.243,1.871
1380,PE3,B,east,PE3BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.337,1.254,1.969,1.348
1380,PE3,B,east,PE3BFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.352,1.317,1.755,1.422
1380,PE3,B,east,PE3BFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.317,1.428,1.9,1.593
1380,PE3,B,east,PE3BFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.308,1.316,1.685,1.404
1380,PE3,B,east,PE3BLasius_piliferus1Eye,Lasius_piliferus,1,0.191,1.019,1.082,1.016
1380,PE3,B,east,PE3BLasius_piliferus2Eye,Lasius_piliferus,2,0.194,0.929,0.973,1.092
1380,PE3,B,east,PE3BMessor_capitatus1Eye,Messor_capitatus,1,0.209,1.381,1.415,1.255
1380,PE3,B,east,PE3BMessor_capitatus2Eye,Messor_capitatus,2,0.169,1.375,1.307,1.228
1380,PE3,B,east,PE3BMessor_capitatus3Eye,Messor_capitatus,3,0.271,2.094,1.731,1.586
1380,PE3,B,east,PE3BTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.137,0.643,0.596,0.552
1380,PE3,B,east,PE3BTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.127,0.661,0.689,0.710
1380,PE3,B,east,PE3BTapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.123,0.559,0.62,0.679
1380,PE3,B,east,PE3BTemnothorax_alfacarensis1Eye,Temnothorax_alfacarensis,1,0.086,0.457,0.356,0.385
1380,PE3,B,east,PE3BTemnothorax_alfacarensis2Eye,Temnothorax_alfacarensis,2,0.101,0.46,0.373,0.416
1380,PE3,B,east,PE3BTemnothorax_alfacarensis3Eye,Temnothorax_alfacarensis,3,0.127,0.47,0.349,0.413
1380,PE3,B,east,PE3BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.106,0.772,0.549,0.546
1380,PE3,B,east,PE3BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.114,0.612,0.399,0.460
1380,PE3,B,east,PE3BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.08,0.73,0.446,0.524
1380,PE3,B,east,PE3BTetramorium_forte1Eye,Tetramorium_forte,1,0.086,0.714,0.479,0.553
1380,PE3,B,east,PE3BTetramorium_forte2Eye,Tetramorium_forte,2,0.103,0.7,0.478,0.579
1380,PE3,B,east,PE3BTetramorium_forte3Eye,Tetramorium_forte,3,0.109,0.789,0.606,0.595
1380,PE3,C,east,PE3CAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.168,1.01,1.027,1.217
1380,PE3,C,east,PE3CAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.171,0.883,0.952,1.178
1380,PE3,C,east,PE3CAphaenogaster_gibbosa3Eye,Aphaenogaster_gibbosa,3,0.191,1.02,0.92,0.996
1380,PE3,C,east,PE3CAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.193,1.061,1.756,1.734
1380,PE3,C,east,PE3CAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.187,1.14,1.917,1.624
1380,PE3,C,east,PE3CAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.19,0.996,1.792,1.702
1380,PE3,C,east,PE3CCamponotus_aethiops1Eye,Camponotus_aethiops,1,0.329,1.161,1.833,1.485
1380,PE3,C,east,PE3CCamponotus_aethiops2Eye,Camponotus_aethiops,2,0.338,1.157,1.819,1.453
1380,PE3,C,east,PE3CCamponotus_aethiops3Eye,Camponotus_aethiops,3,0.291,1.183,1.88,1.509
1380,PE3,C,east,PE3CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.411,1.73,2.444,1.923
1380,PE3,C,east,PE3CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.377,1.644,2.339,1.546
1380,PE3,C,east,PE3CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.401,1.721,2.397,1.295
1380,PE3,C,east,PE3CFormica_fusca1Eye,Formica_fusca,1,0.307,1.07,1.329,1.365
1380,PE3,C,east,PE3CFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.328,1.554,2.016,1.453
1380,PE3,C,east,PE3CFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.331,1.328,1.827,1.344
1380,PE3,C,east,PE3CFormica_rufibarbis3Eye,Formica_rufibarbis,3,0.347,1.582,1.853,1.266
1380,PE3,C,east,PE3CLasius_flavus1Eye,Lasius_flavus,1,0.141,0.804,0.646,0.615
1380,PE3,C,east,PE3CLasius_piliferus1Eye,Lasius_piliferus,1,0.148,0.771,0.762,0.600
1380,PE3,C,east,PE3CLasius_piliferus2Eye,Lasius_piliferus,2,0.109,0.657,0.682,0.692
1380,PE3,C,east,PE3CLasius_piliferus3Eye,Lasius_piliferus,3,0.183,0.817,0.738,0.830
1380,PE3,C,east,PE3CMessor_capitatus1Eye,Messor_capitatus,1,0.246,1.706,1.434,1.459
1380,PE3,C,east,PE3CMessor_capitatus2Eye,Messor_capitatus,2,0.24,1.591,1.546,1.592
1380,PE3,C,east,PE3CMessor_capitatus3Eye,Messor_capitatus,3,0.228,1.531,1.481,1.505
1380,PE3,C,east,PE3CTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.11,0.561,0.506,0.587
1380,PE3,C,east,PE3CTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.143,0.703,0.654,0.688
1380,PE3,C,east,PE3CTapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.137,0.616,0.567,0.684
1380,PE3,C,east,PE3CTemnothorax_ibericus1Eye,Temnothorax_ibericus,1,0.132,0.495,0.397,0.364
