altitude,site,plot,mountain,label,species,individual,eye,head,leg,scape
1380,PE3,C,east,PE3CTemnothorax_ibericus2Eye,Temnothorax_ibericus,2,0.071,0.498,0.344,0.411
1380,PE3,C,east,PE3CTemnothorax_ibericus3Eye,Temnothorax_ibericus,3,0.095,0.512,0.374,0.469
1380,PE3,C,east,PE3CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.089,0.7,0.499,0.531
1380,PE3,C,east,PE3CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.091,0.615,0.416,0.443
1380,PE3,C,east,PE3CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.106,0.671,0.422,0.515
1720,PE4,A,east,PE4AProformica_nasuta1Eye,Proformica_nasuta,1,0.2,0.75,1.096,0.835
1720,PE4,A,east,PE4AProformica_nasuta2Eye,Proformica_nasuta,2,0.151,0.573,0.965,0.756
1720,PE4,A,east,PE4AProformica_nasuta3Eye,Proformica_nasuta,3,0.145,0.568,0.899,0.726
1720,PE4,A,east,PE4ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.11,0.743,0.554,0.524
1720,PE4,A,east,PE4ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.119,0.688,0.506,0.505
1720,PE4,A,east,PE4ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.096,0.676,0.576,0.596
1720,PE4,B,east,PE4BLasius_piliferus1Eye,Lasius_piliferus,1,0.152,0.771,0.722,0.687
1720,PE4,B,east,PE4BLasius_piliferus2Eye,Lasius_piliferus,2,0.11,0.741,0.745,0.742
1720,PE4,B,east,PE4BLasius_piliferus3Eye,Lasius_piliferus,3,0.084,0.799,0.801,0.758
1720,PE4,B,east,PE4BProformica_nasuta1Eye,Proformica_nasuta,1,0.231,0.948,1.266,0.970
1720,PE4,B,east,PE4BProformica_nasuta2Eye,Proformica_nasuta,2,0.189,0.679,1.059,0.770
1720,PE4,B,east,PE4BProformica_nasuta3Eye,Proformica_nasuta,3,0.205,0.865,1.186,0.570
1720,PE4,B,east,PE4BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.087,0.621,0.436,0.476
1720,PE4,B,east,PE4BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.107,0.595,0.452,0.470
1720,PE4,B,east,PE4BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.08,0.56,0.37,0.403
1720,PE4,C,east,PE4CLasius_piliferus1Eye,Lasius_piliferus,1,0.167,0.832,0.819,0.778
1720,PE4,C,east,PE4CLasius_piliferus2Eye,Lasius_piliferus,2,0.17,0.754,0.769,0.695
1720,PE4,C,east,PE4CLasius_piliferus3Eye,Lasius_piliferus,3,0.146,0.574,0.592,0.608
1720,PE4,C,east,PE4CProformica_nasuta1Eye,Proformica_nasuta,1,0.218,0.695,1.054,0.693
1720,PE4,C,east,PE4CProformica_nasuta2Eye,Proformica_nasuta,2,0.168,0.517,0.8,0.677
1720,PE4,C,east,PE4CProformica_nasuta3Eye,Proformica_nasuta,3,0.169,0.589,0.883,0.788
1720,PE4,C,east,PE4CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.083,0.561,0.361,0.411
1720,PE4,C,east,PE4CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.105,0.67,0.479,0.499
1720,PE4,C,east,PE4CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.084,0.622,0.454,0.515
2015,PE5,A,east,PE5AProformica_nasuta1Eye,Proformica_nasuta,1,0.177,0.673,1.012,0.841
2015,PE5,A,east,PE5AProformica_nasuta2Eye,Proformica_nasuta,2,0.201,0.65,0.967,0.833
2015,PE5,A,east,PE5AProformica_nasuta3Eye,Proformica_nasuta,3,0.199,0.768,1.07,0.784
2015,PE5,A,east,PE5ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.152,0.602,0.562,0.573
2015,PE5,A,east,PE5ATapinoma_madeirense2Eye,Tapinoma_madeirense,2,0.126,0.608,0.601,0.613
2015,PE5,A,east,PE5ATapinoma_madeirense3Eye,Tapinoma_madeirense,3,0.151,0.584,0.522,0.598
2015,PE5,A,east,PE5ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.096,0.622,0.443,0.512
2015,PE5,A,east,PE5ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.099,0.631,0.491,0.482
2015,PE5,A,east,PE5ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.107,0.693,0.475,0.539
2015,PE5,B,east,PE5BProformica_nasuta1Eye,Proformica_nasuta,1,0.229,0.868,1.191,0.808
2015,PE5,B,east,PE5BProformica_nasuta2Eye,Proformica_nasuta,2,0.181,0.645,0.88,0.770
2015,PE5,B,east,PE5BProformica_nasuta3Eye,Proformica_nasuta,3,0.182,0.846,1.165,0.887
2015,PE5,B,east,PE5BStrongylognathus_testaceus1Eye,Strongylognathus_testaceus,1,0.167,0.729,0.473,0.476
2015,PE5,B,east,PE5BTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.16,0.654,0.609,0.619
2015,PE5,B,east,PE5BTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.14,0.534,0.499,0.625
2015,PE5,B,east,PE5BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.093,0.625,0.421,0.448
2015,PE5,B,east,PE5BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.112,0.642,0.465,0.521
2015,PE5,B,east,PE5BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.085,0.597,0.435,0.492
2015,PE5,C,east,PE5CFormica_fusca1Eye,Formica_fusca,1,0.315,1.167,1.433,1.292
2015,PE5,C,east,PE5CFormica_fusca2Eye,Formica_fusca,2,0.28,1.13,1.464,1.424
2015,PE5,C,east,PE5CProformica_nasuta1Eye,Proformica_nasuta,1,0.211,0.895,1.125,1.019
2015,PE5,C,east,PE5CProformica_nasuta2Eye,Proformica_nasuta,2,0.175,0.549,0.81,0.641
2015,PE5,C,east,PE5CProformica_nasuta3Eye,Proformica_nasuta,3,0.184,0.603,0.953,0.696
2015,PE5,C,east,PE5CTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.129,0.649,0.585,0.681
2015,PE5,C,east,PE5CTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.128,0.542,0.526,0.660
2015,PE5,C,east,PE5CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.087,0.663,0.506,0.485
2015,PE5,C,east,PE5CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.086,0.614,0.467,0.488
2015,PE5,C,east,PE5CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.107,0.61,0.413,0.515
2210,PE6,A,east,PE6ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.091,0.701,0.493,0.387
2210,PE6,A,east,PE6ATetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.088,0.576,0.434,0.459
2210,PE6,A,east,PE6ATetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.1,0.64,0.461,0.445
2210,PE6,B,east,PE6BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.075,0.655,0.434,0.355
2210,PE6,B,east,PE6BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.098,0.651,0.451,0.483
2210,PE6,B,east,PE6BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.098,0.628,0.437,0.444
2210,PE6,C,east,PE6CMyrmica_xavieri1Eye,Myrmica_xavieri,1,0.194,1.03,0.706,0.752
2210,PE6,C,east,PE6CMyrmica_xavieri2Eye,Myrmica_xavieri,2,0.192,1.005,0.788,0.924
2210,PE6,C,east,PE6CMyrmica_xavieri3Eye,Myrmica_xavieri,3,0.167,0.957,0.758,0.812
2210,PE6,C,east,PE6CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.091,0.568,0.359,0.498
2210,PE6,C,east,PE6CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.092,0.643,0.462,0.470
2210,PE6,C,east,PE6CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.099,0.63,0.463,0.470
640,PO1,A,west,PO1AAphaenogaster_senilis1Eye,Aphaenogaster_senilis,1,0.209,1.246,1.868,1.807
640,PO1,A,west,PO1AAphaenogaster_senilis2Eye,Aphaenogaster_senilis,2,0.197,1.112,1.827,1.758
640,PO1,A,west,PO1ACamponotus_aethiops1Eye,Camponotus_aethiops,1,0.303,1.196,2.023,1.713
640,PO1,A,west,PO1ACamponotus_aethiops2Eye,Camponotus_aethiops,2,0.288,1.135,1.884,1.627
640,PO1,A,west,PO1ACamponotus_aethiops3Eye,Camponotus_aethiops,3,0.265,1.07,1.831,1.518
640,PO1,A,west,PO1ACamponotus_foreli1Eye,Camponotus_foreli,1,0.246,0.98,1.473,1.371
640,PO1,A,west,PO1ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.374,1.275,2.013,1.622
640,PO1,A,west,PO1ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.329,1.392,1.984,1.479
640,PO1,A,west,PO1ACataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.318,1.141,2.009,1.478
640,PO1,A,west,PO1ACrematogaster_auberti1Eye,Crematogaster_auberti,1,0.175,0.968,0.684,0.778
640,PO1,A,west,PO1ACrematogaster_auberti2Eye,Crematogaster_auberti,2,0.158,1.035,0.74,0.741
640,PO1,A,west,PO1ACrematogaster_auberti3Eye,Crematogaster_auberti,3,0.186,1.004,0.794,0.690
640,PO1,A,west,PO1AMessor_barbarus1Eye,Messor_barbarus,1,0.212,1.209,1.179,1.147
640,PO1,A,west,PO1AMessor_barbarus2Eye,Messor_barbarus,2,0.213,1.341,1.351,1.135
640,PO1,A,west,PO1AMessor_barbarus3Eye,Messor_barbarus,3,0.3,2.366,1.809,1.524
640,PO1,A,west,PO1AMessor_bouvieri1Eye,Messor_bouvieri,1,0.2,1.123,1.081,0.926
640,PO1,A,west,PO1AMessor_bouvieri2Eye,Messor_bouvieri,2,0.172,1.081,0.934,0.847
640,PO1,A,west,PO1AMessor_bouvieri3Eye,Messor_bouvieri,3,0.196,1.097,1.035,0.951
640,PO1,A,west,PO1AProformica_nasuta1Eye,Proformica_nasuta,1,0.147,0.545,0.837,0.630
640,PO1,A,west,PO1AProformica_nasuta2Eye,Proformica_nasuta,2,0.196,0.643,0.984,0.749
640,PO1,A,west,PO1AProformica_nasuta3Eye,Proformica_nasuta,3,0.192,0.672,1.097,0.752
640,PO1,A,west,PO1ATapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.153,0.695,0.676,0.647
640,PO1,A,west,PO1ATapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.115,0.582,0.629,0.630
640,PO1,A,west,PO1ATapinoma_erraticum3Eye,Tapinoma_erraticum,3,0.128,0.652,0.68,0.645
640,PO1,A,west,PO1ATapinoma_nigerrimum1Eye,Tapinoma_nigerrimum,1,0.113,0.583,0.666,0.576
640,PO1,A,west,PO1ATapinoma_nigerrimum2Eye,Tapinoma_nigerrimum,2,0.118,0.659,0.669,0.564
640,PO1,A,west,PO1ATapinoma_nigerrimum3Eye,Tapinoma_nigerrimum,3,0.14,0.578,0.656,0.671
640,PO1,A,west,PO1ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.087,0.648,0.408,0.399
640,PO1,B,west,PO1BAphaenogaster_senilis1Eye,Aphaenogaster_senilis,1,0.269,1.225,1.932,1.563
640,PO1,B,west,PO1BAphaenogaster_senilis2Eye,Aphaenogaster_senilis,2,0.23,1.287,1.923,1.785
640,PO1,B,west,PO1BAphaenogaster_senilis3Eye,Aphaenogaster_senilis,3,0.21,1.129,1.78,1.818
640,PO1,B,west,PO1BCamponotus_aethiops1Eye,Camponotus_aethiops,1,0.356,1.311,2.287,1.632
640,PO1,B,west,PO1BCamponotus_aethiops2Eye,Camponotus_aethiops,2,0.299,1.208,2.164,1.762
640,PO1,B,west,PO1BCamponotus_aethiops3Eye,Camponotus_aethiops,3,0.25,1.062,1.885,1.647
640,PO1,B,west,PO1BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.314,1.595,2.334,1.642
640,PO1,B,west,PO1BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.335,1.537,2.458,1.782
640,PO1,B,west,PO1BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.334,1.48,2.294,1.708
640,PO1,B,west,PO1BCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.184,1.035,0.797,0.806
640,PO1,B,west,PO1BCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.187,0.975,0.72,0.793
640,PO1,B,west,PO1BCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.175,0.969,0.823,0.797
640,PO1,B,west,PO1BMessor_barbarus1Eye,Messor_barbarus,1,0.219,1.02,1.037,0.920
640,PO1,B,west,PO1BMessor_barbarus2Eye,Messor_barbarus,2,0.352,2.47,1.823,1.851
640,PO1,B,west,PO1BMessor_barbarus3Eye,Messor_barbarus,3,0.22,1.206,1.085,1.184
640,PO1,B,west,PO1BMessor_bouvieri1Eye,Messor_bouvieri,1,0.172,0.975,0.919,0.821
640,PO1,B,west,PO1BMessor_bouvieri2Eye,Messor_bouvieri,2,0.259,1.489,1.348,1.187
640,PO1,B,west,PO1BMessor_bouvieri3Eye,Messor_bouvieri,3,0.209,1.075,1.008,0.962
640,PO1,B,west,PO1BMessor_hispanicus1Eye,Messor_hispanicus,1,0.2,1.122,1.154,0.943
640,PO1,B,west,PO1BProformica_nasuta1Eye,Proformica_nasuta,1,0.238,0.705,0.986,0.834
640,PO1,B,west,PO1BProformica_nasuta2Eye,Proformica_nasuta,2,0.21,0.655,1.091,0.896
640,PO1,B,west,PO1BSolenopsis_sp2Eye,Solenopsis_sp,1,0.04,0.401,0.278,0.335
640,PO1,B,west,PO1BTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.161,0.819,0.779,0.781
640,PO1,B,west,PO1BTapinoma_erraticum2Eye,Tapinoma_erraticum,2,0.174,0.75,0.736,0.768
640,PO1,B,west,PO1BTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.123,0.704,0.423,0.479
640,PO1,B,west,PO1BTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.112,0.647,0.378,0.436
640,PO1,B,west,PO1BTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.139,0.641,0.417,0.41
640,PO1,C,west,PO1CAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.166,0.926,0.736,0.749
640,PO1,C,west,PO1CAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.169,0.747,0.627,0.724
640,PO1,C,west,PO1CAphaenogaster_senilis1Eye,Aphaenogaster_senilis,1,0.203,1.059,1.87,1.437
640,PO1,C,west,PO1CAphaenogaster_senilis2Eye,Aphaenogaster_senilis,2,0.166,1.058,1.783,1.682
640,PO1,C,west,PO1CAphaenogaster_senilis3Eye,Aphaenogaster_senilis,3,0.253,1.153,1.862,1.768
640,PO1,C,west,PO1CCamponotus_aethiops1Eye,Camponotus_aethiops,1,0.275,1.054,1.955,1.705
640,PO1,C,west,PO1CCamponotus_aethiops2Eye,Camponotus_aethiops,2,0.313,1.154,1.872,1.701
640,PO1,C,west,PO1CCamponotus_aethiops3Eye,Camponotus_aethiops,3,0.349,1.424,2.081,1.719
640,PO1,C,west,PO1CCamponotus_foreli1Eye,Camponotus_foreli,1,0.294,1.168,1.942,1.629
640,PO1,C,west,PO1CCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.284,1.384,2.209,1.608
640,PO1,C,west,PO1CCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.322,1.322,2.226,1.589
640,PO1,C,west,PO1CCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.241,1.105,1.975,1.129
640,PO1,C,west,PO1CCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.182,1.014,0.826,0.802
640,PO1,C,west,PO1CCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.157,0.827,0.692,0.673
640,PO1,C,west,PO1CCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.183,1.104,0.834,0.800
640,PO1,C,west,PO1CMessor_barbarus1Eye,Messor_barbarus,1,0.255,1.502,1.531,1.451
640,PO1,C,west,PO1CMessor_barbarus2Eye,Messor_barbarus,2,0.229,1.158,1.16,1.176
640,PO1,C,west,PO1CMessor_barbarus3Eye,Messor_barbarus,3,0.267,1.917,1.433,1.787
640,PO1,C,west,PO1CPheidole_pallidula1Eye,Pheidole_pallidula,1,0.102,0.567,0.534,0.658
640,PO1,C,west,PO1CPheidole_pallidula2Eye,Pheidole_pallidula,2,0.115,0.464,0.377,0.420
640,PO1,C,west,PO1CPheidole_pallidula3Eye,Pheidole_pallidula,3,0.095,0.572,0.539,0.658
640,PO1,C,west,PO1CPlagiolepis_schmitzii1Eye,Plagiolepis_schmitzii,1,0.07,0.396,0.37,0.418
640,PO1,C,west,PO1CPlagiolepis_schmitzii2Eye,Plagiolepis_schmitzii,2,0.051,0.354,0.309,0.351
640,PO1,C,west,PO1CPlagiolepis_schmitzii3Eye,Plagiolepis_schmitzii,3,0.094,0.412,0.36,0.403
640,PO1,C,west,PO1CProformica_nasuta1Eye,Proformica_nasuta,1,0.192,0.617,0.909,0.732
640,PO1,C,west,PO1CProformica_nasuta2Eye,Proformica_nasuta,2,0.222,0.667,0.926,0.708
640,PO1,C,west,PO1CTapinoma_erraticum1Eye,Tapinoma_erraticum,1,0.139,0.575,0.608,0.690
640,PO1,C,west,PO1CTetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.087,0.542,0.365,0.373
640,PO1,C,west,PO1CTetramorium_caespitum2Eye,Tetramorium_caespitum,2,0.117,0.553,0.387,0.490
640,PO1,C,west,PO1CTetramorium_caespitum3Eye,Tetramorium_caespitum,3,0.111,0.594,0.388,0.380
1040,PO2,A,west,PO2AAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.184,0.815,0.854,1.014
1040,PO2,A,west,PO2AAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.199,0.936,1.035,1.153
1040,PO2,A,west,PO2AAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.141,1.039,2.033,1.645
1040,PO2,A,west,PO2AAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.23,1.055,1.887,1.782
1040,PO2,A,west,PO2AAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.206,1.042,1.985,1.641
1040,PO2,A,west,PO2ACataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.338,1.348,2.162,1.758
1040,PO2,A,west,PO2ACataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.375,1.574,2.328,1.962
1040,PO2,A,west,PO2ACataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.348,1.501,2.41,1.715
1040,PO2,A,west,PO2ACrematogaster_auberti1Eye,Crematogaster_auberti,1,0.194,0.952,0.712,0.774
1040,PO2,A,west,PO2ACrematogaster_auberti2Eye,Crematogaster_auberti,2,0.167,0.952,0.717,0.727
1040,PO2,A,west,PO2ACrematogaster_auberti3Eye,Crematogaster_auberti,3,0.191,0.937,0.733,0.634
1040,PO2,A,west,PO2AFormica_rufibarbis1Eye,Formica_rufibarbis,1,0.306,1.181,1.472,1.350
1040,PO2,A,west,PO2AFormica_rufibarbis2Eye,Formica_rufibarbis,2,0.369,1.275,1.682,1.446
1040,PO2,A,west,PO2ALasius_grandis1Eye,Lasius_grandis,1,0.192,1.058,1.174,1.027
1040,PO2,A,west,PO2AMessor_barbarus1Eye,Messor_barbarus,1,0.256,1.44,1.34,1.304
1040,PO2,A,west,PO2AMessor_barbarus2Eye,Messor_barbarus,2,0.248,1.11,1.135,1.062
1040,PO2,A,west,PO2AMessor_barbarus3Eye,Messor_barbarus,3,0.166,1.036,1.098,1.117
1040,PO2,A,west,PO2AMessor_bouvieri1Eye,Messor_bouvieri,1,0.205,1.149,0.95,0.941
1040,PO2,A,west,PO2AMessor_bouvieri2Eye,Messor_bouvieri,2,0.221,1.383,1.2,1.128
1040,PO2,A,west,PO2AMessor_bouvieri3Eye,Messor_bouvieri,3,0.24,1.397,1.188,1.155
1040,PO2,A,west,PO2AMessor_capitatus1Eye,Messor_capitatus,1,0.224,1.385,1.56,1.334
1040,PO2,A,west,PO2AMessor_capitatus2Eye,Messor_capitatus,2,0.236,1.554,1.584,1.210
1040,PO2,A,west,PO2AMessor_capitatus3Eye,Messor_capitatus,3,0.327,2.706,1.746,2.027
1040,PO2,A,west,PO2AOxyopomyrmex_saulcyi1Eye,Oxyopomyrmex_saulcyi,1,0.138,0.727,0.551,0.559
1040,PO2,A,west,PO2AOxyopomyrmex_saulcyi2Eye,Oxyopomyrmex_saulcyi,2,0.115,0.59,0.461,0.430
1040,PO2,A,west,PO2AOxyopomyrmex_saulcyi3Eye,Oxyopomyrmex_saulcyi,3,0.15,0.574,0.45,0.394
1040,PO2,A,west,PO2AProformica_nasuta1Eye,Proformica_nasuta,1,0.179,0.574,0.947,0.682
1040,PO2,A,west,PO2AProformica_nasuta2Eye,Proformica_nasuta,2,0.216,0.829,1.195,0.781
1040,PO2,A,west,PO2AProformica_nasuta3Eye,Proformica_nasuta,3,0.192,0.684,1.071,0.866
1040,PO2,A,west,PO2ATapinoma_madeirense1Eye,Tapinoma_madeirense,1,0.158,0.566,0.554,0.611
1040,PO2,A,west,PO2ATetramorium_caespitum1Eye,Tetramorium_caespitum,1,0.113,0.666,0.457,0.453
1040,PO2,A,west,PO2ATetramorium_forte1Eye,Tetramorium_forte,1,0.097,0.758,0.511,0.535
1040,PO2,A,west,PO2ATetramorium_forte2Eye,Tetramorium_forte,2,0.108,0.791,0.456,0.550
1040,PO2,A,west,PO2ATetramorium_forte3Eye,Tetramorium_forte,3,0.092,0.816,0.528,0.519
1040,PO2,B,west,PO2BAphaenogaster_gibbosa1Eye,Aphaenogaster_gibbosa,1,0.193,0.93,1.012,1.173
1040,PO2,B,west,PO2BAphaenogaster_gibbosa2Eye,Aphaenogaster_gibbosa,2,0.232,1.165,1.292,1.442
1040,PO2,B,west,PO2BAphaenogaster_iberica1Eye,Aphaenogaster_iberica,1,0.208,0.937,1.869,1.690
1040,PO2,B,west,PO2BAphaenogaster_iberica2Eye,Aphaenogaster_iberica,2,0.19,0.96,1.861,1.591
1040,PO2,B,west,PO2BAphaenogaster_iberica3Eye,Aphaenogaster_iberica,3,0.223,1.045,2.076,1.791
1040,PO2,B,west,PO2BCataglyphis_iberica1Eye,Cataglyphis_iberica,1,0.354,1.479,2.141,1.686
1040,PO2,B,west,PO2BCataglyphis_iberica2Eye,Cataglyphis_iberica,2,0.373,1.335,2.066,1.700
1040,PO2,B,west,PO2BCataglyphis_iberica3Eye,Cataglyphis_iberica,3,0.412,1.482,2.302,1.499
1040,PO2,B,west,PO2BCrematogaster_auberti1Eye,Crematogaster_auberti,1,0.175,1.016,0.729,0.737
1040,PO2,B,west,PO2BCrematogaster_auberti2Eye,Crematogaster_auberti,2,0.159,0.969,0.722,0.626
1040,PO2,B,west,PO2BCrematogaster_auberti3Eye,Crematogaster_auberti,3,0.15,0.828,0.675,0.694
1040,PO2,B,west,PO2BGoniomma_hispanicus1Eye,Goniomma_hispanicus,1,0.181,0.917,0.799,0.673
1040,PO2,B,west,PO2BGoniomma_hispanicus2Eye,Goniomma_hispanicus,2,0.189,0.948,0.813,0.649
1040,PO2,B,west,PO2BGoniomma_hispanicus3Eye,Goniomma_hispanicus,3,0.179,0.966,0.833,0.680
1040,PO2,B,west,PO2BMessor_barbarus1Eye,Messor_barbarus,1,0.249,1.387,1.264,1.286
1040,PO2,B,west,PO2BMessor_barbarus2Eye,Messor_barbarus,2,0.221,1.161,1.239,1.168
1040,PO2,B,west,PO2BMessor_barbarus3Eye,Messor_barbarus,3,0.275,1.712,1.504,1.377
1040,PO2,B,west,PO2BMessor_bouvieri1Eye,Messor_bouvieri,1,0.22,1.363,1.231,1.169
1040,PO2,B,west,PO2BMessor_bouvieri2Eye,Messor_bouvieri,2,0.199,1.277,1.053,1.003
1040,PO2,B,west,PO2BMessor_bouvieri3Eye,Messor_bouvieri,3,0.184,1.309,1.166,1.135
1040,PO2,B,west,PO2BMessor_capitatus1Eye,Messor_capitatus,1,0.279,1.57,1.56,1.375
1040,PO2,B,west,PO2BMessor_capitatus2Eye,Messor_capitatus,2,0.216,1.456,1.379,1.242
1040,PO2,B,west,PO2BMessor_capitatus3Eye,Messor_capitatus,3,0.249,1.674,1.719,1.540
1040,PO2,B,west,PO2BOxyopomyrmex_saulcyi1Eye,Oxyopomyrmex_saulcyi,1,0.147,0.617,0.481,0.505
1040,PO2,B,west,PO2BOxyopomyrmex_saulcyi2Eye,Oxyopomyrmex_saulcyi,2,0.164,0.68,0.519,0.475
1040,PO2,B,west,PO2BOxyopomyrmex_saulcyi3Eye,Oxyopomyrmex_saulcyi,3,0.143,0.618,0.473,0.356
